"x","y","elevation"
-113.181666546121,37.5116667631659,1865
-113.180833212788,37.5116667631659,1858
-113.179999879455,37.5116667631659,1858
-113.179166546121,37.5116667631659,1873
-113.178333212788,37.5116667631659,1905
-113.177499879455,37.5116667631659,1930
-113.176666546122,37.5116667631659,1914
-113.175833212788,37.5116667631659,1888
-113.174999879455,37.5116667631659,1894
-113.174166546122,37.5116667631659,1926
-113.173333212788,37.5116667631659,1940
-113.172499879455,37.5116667631659,1907
-113.171666546122,37.5116667631659,1863
-113.170833212789,37.5116667631659,1828
-113.169999879455,37.5116667631659,1811
-113.169166546122,37.5116667631659,1809
-113.168333212789,37.5116667631659,1814
-113.167499879456,37.5116667631659,1819
-113.166666546122,37.5116667631659,1841
-113.165833212789,37.5116667631659,1892
-113.164999879456,37.5116667631659,1954
-113.164166546122,37.5116667631659,2004
-113.163333212789,37.5116667631659,2033
-113.162499879456,37.5116667631659,2039
-113.161666546123,37.5116667631659,2038
-113.160833212789,37.5116667631659,2008
-113.159999879456,37.5116667631659,2025
-113.159166546123,37.5116667631659,2009
-113.158333212789,37.5116667631659,1986
-113.157499879456,37.5116667631659,2024
-113.156666546123,37.5116667631659,1994
-113.15583321279,37.5116667631659,1999
-113.154999879456,37.5116667631659,2120
-113.154166546123,37.5116667631659,2194
-113.15333321279,37.5116667631659,2244
-113.152499879456,37.5116667631659,2279
-113.151666546123,37.5116667631659,2285
-113.15083321279,37.5116667631659,2263
-113.149999879457,37.5116667631659,2240
-113.149166546123,37.5116667631659,2242
-113.14833321279,37.5116667631659,2275
-113.147499879457,37.5116667631659,2323
-113.146666546124,37.5116667631659,2359
-113.14583321279,37.5116667631659,2375
-113.144999879457,37.5116667631659,2372
-113.144166546124,37.5116667631659,2366
-113.14333321279,37.5116667631659,2346
-113.142499879457,37.5116667631659,2318
-113.141666546124,37.5116667631659,2290
-113.140833212791,37.5116667631659,2261
-113.139999879457,37.5116667631659,2225
-113.139166546124,37.5116667631659,2185
-113.138333212791,37.5116667631659,2174
-113.137499879457,37.5116667631659,2209
-113.136666546124,37.5116667631659,2249
-113.135833212791,37.5116667631659,2264
-113.134999879458,37.5116667631659,2271
-113.134166546124,37.5116667631659,2263
-113.133333212791,37.5116667631659,2256
-113.132499879458,37.5116667631659,2252
-113.131666546125,37.5116667631659,2256
-113.130833212791,37.5116667631659,2263
-113.129999879458,37.5116667631659,2285
-113.129166546125,37.5116667631659,2299
-113.128333212791,37.5116667631659,2313
-113.127499879458,37.5116667631659,2334
-113.126666546125,37.5116667631659,2355
-113.125833212792,37.5116667631659,2384
-113.124999879458,37.5116667631659,2410
-113.124166546125,37.5116667631659,2436
-113.123333212792,37.5116667631659,2452
-113.122499879459,37.5116667631659,2464
-113.121666546125,37.5116667631659,2471
-113.120833212792,37.5116667631659,2489
-113.119999879459,37.5116667631659,2525
-113.119166546125,37.5116667631659,2566
-113.118333212792,37.5116667631659,2606
-113.117499879459,37.5116667631659,2645
-113.116666546126,37.5116667631659,2677
-113.115833212792,37.5116667631659,2694
-113.114999879459,37.5116667631659,2694
-113.114166546126,37.5116667631659,2696
-113.113333212792,37.5116667631659,2696
-113.112499879459,37.5116667631659,2696
-113.111666546126,37.5116667631659,2696
-113.110833212793,37.5116667631659,2691
-113.109999879459,37.5116667631659,2690
-113.109166546126,37.5116667631659,2682
-113.108333212793,37.5116667631659,2670
-113.10749987946,37.5116667631659,2656
-113.106666546126,37.5116667631659,2644
-113.105833212793,37.5116667631659,2638
-113.10499987946,37.5116667631659,2628
-113.104166546126,37.5116667631659,2619
-113.103333212793,37.5116667631659,2612
-113.10249987946,37.5116667631659,2602
-113.101666546127,37.5116667631659,2597
-113.100833212793,37.5116667631659,2602
-113.09999987946,37.5116667631659,2609
-113.099166546127,37.5116667631659,2631
-113.098333212793,37.5116667631659,2652
-113.09749987946,37.5116667631659,2675
-113.096666546127,37.5116667631659,2694
-113.095833212794,37.5116667631659,2698
-113.09499987946,37.5116667631659,2691
-113.094166546127,37.5116667631659,2675
-113.093333212794,37.5116667631659,2664
-113.09249987946,37.5116667631659,2659
-113.091666546127,37.5116667631659,2652
-113.090833212794,37.5116667631659,2654
-113.089999879461,37.5116667631659,2654
-113.089166546127,37.5116667631659,2657
-113.088333212794,37.5116667631659,2656
-113.087499879461,37.5116667631659,2650
-113.086666546128,37.5116667631659,2639
-113.085833212794,37.5116667631659,2636
-113.084999879461,37.5116667631659,2649
-113.084166546128,37.5116667631659,2667
-113.083333212794,37.5116667631659,2672
-113.082499879461,37.5116667631659,2673
-113.081666546128,37.5116667631659,2674
-113.080833212795,37.5116667631659,2677
-113.079999879461,37.5116667631659,2687
-113.079166546128,37.5116667631659,2699
-113.078333212795,37.5116667631659,2721
-113.077499879461,37.5116667631659,2752
-113.076666546128,37.5116667631659,2788
-113.075833212795,37.5116667631659,2823
-113.074999879462,37.5116667631659,2849
-113.074166546128,37.5116667631659,2876
-113.073333212795,37.5116667631659,2892
-113.072499879462,37.5116667631659,2890
-113.071666546129,37.5116667631659,2885
-113.070833212795,37.5116667631659,2879
-113.069999879462,37.5116667631659,2874
-113.069166546129,37.5116667631659,2869
-113.068333212795,37.5116667631659,2866
-113.067499879462,37.5116667631659,2863
-113.066666546129,37.5116667631659,2859
-113.065833212796,37.5116667631659,2857
-113.064999879462,37.5116667631659,2864
-113.064166546129,37.5116667631659,2872
-113.063333212796,37.5116667631659,2876
-113.062499879462,37.5116667631659,2881
-113.061666546129,37.5116667631659,2887
-113.060833212796,37.5116667631659,2884
-113.059999879463,37.5116667631659,2876
-113.059166546129,37.5116667631659,2868
-113.058333212796,37.5116667631659,2859
-113.057499879463,37.5116667631659,2853
-113.05666654613,37.5116667631659,2847
-113.055833212796,37.5116667631659,2844
-113.054999879463,37.5116667631659,2837
-113.05416654613,37.5116667631659,2832
-113.053333212796,37.5116667631659,2827
-113.052499879463,37.5116667631659,2824
-113.05166654613,37.5116667631659,2821
-113.050833212797,37.5116667631659,2816
-113.049999879463,37.5116667631659,2808
-113.04916654613,37.5116667631659,2803
-113.048333212797,37.5116667631659,2803
-113.047499879464,37.5116667631659,2800
-113.04666654613,37.5116667631659,2793
-113.045833212797,37.5116667631659,2789
-113.044999879464,37.5116667631659,2784
-113.04416654613,37.5116667631659,2780
-113.043333212797,37.5116667631659,2777
-113.042499879464,37.5116667631659,2770
-113.041666546131,37.5116667631659,2780
-113.040833212797,37.5116667631659,2793
-113.039999879464,37.5116667631659,2795
-113.039166546131,37.5116667631659,2792
-113.038333212797,37.5116667631659,2789
-113.037499879464,37.5116667631659,2787
-113.036666546131,37.5116667631659,2782
-113.035833212798,37.5116667631659,2779
-113.034999879464,37.5116667631659,2777
-113.034166546131,37.5116667631659,2777
-113.033333212798,37.5116667631659,2782
-113.032499879464,37.5116667631659,2791
-113.031666546131,37.5116667631659,2799
-113.030833212798,37.5116667631659,2810
-113.029999879465,37.5116667631659,2816
-113.029166546131,37.5116667631659,2822
-113.028333212798,37.5116667631659,2822
-113.027499879465,37.5116667631659,2817
-113.026666546132,37.5116667631659,2814
-113.025833212798,37.5116667631659,2807
-113.024999879465,37.5116667631659,2803
-113.024166546132,37.5116667631659,2801
-113.023333212798,37.5116667631659,2798
-113.022499879465,37.5116667631659,2793
-113.021666546132,37.5116667631659,2786
-113.020833212799,37.5116667631659,2774
-113.019999879465,37.5116667631659,2768
-113.019166546132,37.5116667631659,2763
-113.018333212799,37.5116667631659,2755
-113.017499879466,37.5116667631659,2750
-113.016666546132,37.5116667631659,2734
