E3,Magnitude,.draw,PC1,PC2
-1.917,0.20552949594632056,4,-5.009484542044119,0.2621685140266121
-1.724,0.0592951921471734,4,-5.009484542044119,0.2621685140266121
-1.426,-0.15111117243904987,4,-5.009484542044119,0.2621685140266121
-1.119,-0.3191643574739711,4,-5.009484542044119,0.2621685140266121
-1.015,-0.3588487552463251,4,-5.009484542044119,0.2621685140266121
-0.935,-0.3821056646355166,4,-5.009484542044119,0.2621685140266121
-0.927,-0.38406278458423676,4,-5.009484542044119,0.2621685140266121
-0.807,-0.40498615326383797,4,-5.009484542044119,0.2621685140266121
-0.803,-0.40540405292494686,4,-5.009484542044119,0.2621685140266121
-0.803,-0.40540405292494686,4,-5.009484542044119,0.2621685140266121
-0.793,-0.40636787793611956,4,-5.009484542044119,0.2621685140266121
-0.702,-0.4097651959041542,4,-5.009484542044119,0.2621685140266121
-0.576,-0.39820342356009486,4,-5.009484542044119,0.2621685140266121
-0.455,-0.3692644360131724,4,-5.009484542044119,0.2621685140266121
-0.432,-0.3618156359899714,4,-5.009484542044119,0.2621685140266121
-0.265,-0.2899636102897296,4,-5.009484542044119,0.2621685140266121
-0.262,-0.28839955101127457,4,-5.009484542044119,0.2621685140266121
-0.182,-0.24335222190065017,4,-5.009484542044119,0.2621685140266121
-0.178,-0.24093513306779663,4,-5.009484542044119,0.2621685140266121
-0.021,-0.134617461259149,4,-5.009484542044119,0.2621685140266121
-0.015,-0.1301375634612186,4,-5.009484542044119,0.2621685140266121
0.047,-0.08220864499672292,4,-5.009484542044119,0.2621685140266121
0.055,-0.07581501265452345,4,-5.009484542044119,0.2621685140266121
0.195,0.042877471237474464,4,-5.009484542044119,0.2621685140266121
0.222,0.06706965563981185,4,-5.009484542044119,0.2621685140266121
0.264,0.10539973638069461,4,-5.009484542044119,0.2621685140266121
0.297,0.13605131854830851,4,-5.009484542044119,0.2621685140266121
0.34,0.17660368576621394,4,-5.009484542044119,0.2621685140266121
0.487,0.31891983520226524,4,-5.009484542044119,0.2621685140266121
0.665,0.49375420455106855,4,-5.009484542044119,0.2621685140266121
0.764,0.5896658110155527,4,-5.009484542044119,0.2621685140266121
1.023,0.8278424281788451,4,-5.009484542044119,0.2621685140266121
1.132,0.9197848930684327,4,-5.009484542044119,0.2621685140266121
